Security Code & Security Name	ISIN Code	Date Listed	Market	Industrial Group	CFICode	Remarks
6443¡@TSEC	TW0006443005	2015/10/01	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6449¡@APAQ	TW0006449002	2014/12/09	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6451¡@SHUNSIN	KYG811801045	2015/01/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
6452¡@PHARMALLY	KYG7060F1019	2015/03/25	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
6456¡@GIS	KYG3808R1011	2015/06/12	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6464¡@TOP MSO	TW0006464001	2015/12/16	TWSE LISTED	Others	ESVUFR	
6477¡@ANJI	TW0006477003	2016/06/21	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6491¡@PEGAVISION	TW0006491004	2019/10/07	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
6504¡@NAN LIU	TW0006504004	2013/05/07	TWSE LISTED	Others	ESVUFR	
6505¡@FPCC	TW0006505001	2003/12/26	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
6525¡@GEM	KYG3790U1040	2016/04/12	TWSE LISTED	Semiconductor Industry	ESVUFR	
6531¡@AP MEMORY	TW0006531007	2016/05/31	TWSE LISTED	Semiconductor Industry	ESVUFR	
6533¡@ANDES	TW0006533003	2017/03/14	TWSE LISTED	Semiconductor Industry	ESVUFR	
6541¡@TANVEX	KYG8676P1037	2017/10/26	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
6552¡@JMC	TW0006552003	2017/01/10	TWSE LISTED	Semiconductor Industry	ESVUFR	
6558¡@SYNST	TW0006558000	2018/12/05	TWSE LISTED	Other Electronic Industry	ESVUFR	
6573¡@HY	KYG4712A1013	2017/09/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
6579¡@AAEON	TW0006579006	2017/08/21	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6581¡@TSU	TW0006581002	2018/01/30	TWSE LISTED	Others	ESVUFR	
6582¡@SHIN FOONG	TW0006582000	2017/06/14	TWSE LISTED	Rubber	ESVUFR	
6591¡@SUN MAX	KYG8587R1074	2017/12/28	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6592¡@HOTAI FINANCE	TW0006592009	2019/12/09	TWSE LISTED	Others	ESVUFR	
6598¡@APPLIED BIOCODE	KYG0488D1051	2020/06/09	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
6605¡@DEPO	TW0006605009	2004/03/17	TWSE LISTED	Automobile	ESVUFR	
6625¡@BINLIVE	TW0006625007	2018/02/07	TWSE LISTED	Others	ESVUFR	
6641¡@GSD-KY	KYG416551045	2018/09/21	TWSE LISTED	Others	ESVUFR	
6655¡@KD	TW0006655004	2018/11/28	TWSE LISTED	Others	ESVUFR	
6666¡@LLF-KY	KYG569831020	2018/11/19	TWSE LISTED	Biotechnology and Medical Care	ESVUFR	
6668¡@ZHONG YANG	TW0006668007	2018/12/12	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6669¡@WIWYNN	TW0006669005	2019/03/27	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
6670¡@FSP	TW0006670003	2018/12/18	TWSE LISTED	Others	ESVUFR	
6671¡@SAN NENG-KY	KYG7806W1033	2018/12/11	TWSE LISTED	Others	ESVUFR	
6672¡@VENTEC	KYG9353A1040	2019/04/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6674¡@CBN	TW0006674005	2018/11/28	TWSE LISTED	Communications and Internet	ESVUFR	
6698¡@FINEMAT	TW0006698004	2019/11/25	TWSE LISTED	Other Electronic Industry	ESVUFR	
6706¡@FITTECH	TW0006706005	2019/12/19	TWSE LISTED	Optoelectronic Industry	ESVUFR	
6715¡@LINTES	TW0006715006	2019/12/12	TWSE LISTED	Electronic Parts/Components	ESVUFR	
6754¡@RICH HONOUR	TW0006754005	2020/08/25	TWSE LISTED	Others	ESVUFR	
8011¡@TTCC	TW0008011008	2011/09/19	TWSE LISTED	Communications and Internet	ESVUFR	
8016¡@SITRONIX	TW0008016007	2003/12/25	TWSE LISTED	Semiconductor Industry	ESVUFR	
8021¡@TOPOINT	TW0008021007	2008/01/21	TWSE LISTED	Other Electronic Industry	ESVUFR	
8028¡@PSI	TW0008028002	2018/07/10	TWSE LISTED	Semiconductor Industry	ESVUFR	
8033¡@TT	TW0008033002	2007/06/21	TWSE LISTED	Others	ESVUFR	
8039¡@TAIFLEX	TW0008039009	2009/12/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
8046¡@N.P.C	TW0008046004	2006/04/07	TWSE LISTED	Electronic Parts/Components	ESVUFR	
8070¡@CHANG WAH	TW0008070004	2007/12/31	TWSE LISTED	Electronic Products Distributi	ESVUFR	
8072¡@AV TECH	TW0008072000	2005/08/19	TWSE LISTED	Electronic Products Distributi	ESVUFR	
8081¡@GMT	TW0008081001	2008/12/30	TWSE LISTED	Semiconductor Industry	ESVUFR	
8101¡@ARIMA COMM.	TW0008101007	2004/07/01	TWSE LISTED	Communications and Internet	ESVUFR	
8103¡@CVILUX	TW0008103003	2009/09/29	TWSE LISTED	Electronic Parts/Components	ESVUFR	
8104¡@RITDISPLAY	TW0008104001	2019/01/17	TWSE LISTED	Optoelectronic Industry	ESVUFR	
8105¡@GIANTPLUS	TW0008105008	2006/12/27	TWSE LISTED	Optoelectronic Industry	ESVUFR	
8110¡@WALTON	TW0008110008	2007/10/31	TWSE LISTED	Semiconductor Industry	ESVUFR	
8112¡@SUPREME	TW0008112004	2007/12/31	TWSE LISTED	Electronic Products Distributi	ESVUFR	
8114¡@POSIFLEX	TW0008114000	2012/11/26	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
8131¡@FATC	TW0008131004	2007/11/29	TWSE LISTED	Semiconductor Industry	ESVUFR	
8150¡@CHIPMOS	TW0008150004	2014/04/11	TWSE LISTED	Semiconductor Industry	ESVUFR	
8163¡@DARFON	TW0008163007	2007/11/28	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
8201¡@BESTA	TW0008201005	2007/10/29	TWSE LISTED	Other Electronic Industry	ESVUFR	
8210¡@CHENBRO	TW0008210006	2011/12/01	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
8213¡@TPT	TW0008213000	2009/12/25	TWSE LISTED	Electronic Parts/Components	ESVUFR	
8215¡@BMC	TW0008215005	2010/11/12	TWSE LISTED	Optoelectronic Industry	ESVUFR	
8222¡@AERO WIN	TW0008222001	2015/01/27	TWSE LISTED	Electric Machinery	ESVUFR	
8249¡@CSI	TW0008249004	2005/05/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
8261¡@APEC	TW0008261009	2009/12/11	TWSE LISTED	Semiconductor Industry	ESVUFR	
8271¡@APACER	TW0008271008	2010/12/29	TWSE LISTED	Semiconductor Industry	ESVUFR	
8341¡@SF	TW0008341009	2015/03/23	TWSE LISTED	Others	ESVUFR	
8367¡@CS	TW0008367004	2018/09/12	TWSE LISTED	Shipping & Transportation	ESVUFR	
8374¡@ACE PILLAR	TW0008374000	2008/12/25	TWSE LISTED	Electric Machinery	ESVUFR	
8404¡@PAIHO SHIH	KYG684631016	2011/05/18	TWSE LISTED	Others	ESVUFR	
8411¡@KINGCAN	KYG525911072	2011/11/01	TWSE LISTED	Others	ESVUFR	
8422¡@CLEANAWAY	TW0008422007	2011/10/05	TWSE LISTED	Others	ESVUFR	
8427¡@KEYSHEEN	KYG525341072	2011/12/06	TWSE LISTED	Others	ESVUFR	
8429¡@JINLI	KYG513871015	2012/12/20	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
8442¡@WW	KYG981151015	2016/11/08	TWSE LISTED	Others	ESVUFR	
8443¡@ASO	TW0008443003	2014/09/15	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
8454¡@MOMO	TW0008454000	2014/12/19	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
8462¡@FITNESS FACTORY	TW0008462003	2019/03/15	TWSE LISTED	Tourism	ESVUFR	
8463¡@RTM	TW0008463001	2015/07/13	TWSE LISTED	Others	ESVUFR	
8464¡@NIEN MADE	TW0008464009	2015/12/22	TWSE LISTED	Others	ESVUFR	
8466¡@M.J.	KYG332481087	2016/11/01	TWSE LISTED	Others	ESVUFR	
8467¡@BONNY	KYG144971044	2015/12/15	TWSE LISTED	Others	ESVUFR	
8473¡@FOREST WATER	TW0008473000	2016/09/08	TWSE LISTED	Others	ESVUFR	
8478¡@OCEANALEXANDER	TW0008478009	2017/12/11	TWSE LISTED	Others	ESVUFR	
8480¡@TAISUN-KY	KYG8661F1028	2017/01/17	TWSE LISTED	Others	ESVUFR	
8481¡@TRANSART	TW0008481003	2017/02/24	TWSE LISTED	Others	ESVUFR	
8482¡@SHANE GLOBAL	KYG806341015	2018/08/15	TWSE LISTED	Others	ESVUFR	
8488¡@JYPKG	KYG5140K1085	2016/12/13	TWSE LISTED	Others	ESVUFR	
8497¡@GROWWW	TW0008497009	2018/03/23	TWSE LISTED	Others	ESVUFR	
8499¡@TOP BRIGHT	KYG8923R1002	2017/11/24	TWSE LISTED	Others	ESVUFR	
8926¡@TCC	TW0008926007	2003/08/25	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
8940¡@NEW PALACE	TW0008940008	2009/05/15	TWSE LISTED	Tourism	ESVUFR	
8996¡@KAORI	TW0008996000	2014/02/14	TWSE LISTED	Electric Machinery	ESVUFR	
9802¡@FULGENT SUN	KYG368891068	2012/10/18	TWSE LISTED	Others	ESVUFR	
9902¡@TIDEHOLD	TW0009902007	1964/07/14	TWSE LISTED	Others	ESVUFR	
9904¡@PCC	TW0009904003	1990/01/19	TWSE LISTED	Others	ESVUFR	
9905¡@GCM	TW0009905000	1990/08/08	TWSE LISTED	Others	ESVUFR	
9906¡@HSIN BA BA	TW0009906008	1990/12/15	TWSE LISTED	Building Material&Construction	ESVUFR	
9907¡@TON YI	TW0009907006	1991/01/29	TWSE LISTED	Others	ESVUFR	
9908¡@GTG	TW0009908004	1991/02/06	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
9910¡@FT	TW0009910000	1992/02/18	TWSE LISTED	Others	ESVUFR	
9911¡@TAIWAN SAKURA	TW0009911008	1992/07/16	TWSE LISTED	Others	ESVUFR	
9912¡@AIC	TW0009912006	1992/08/08	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
9914¡@MIC	TW0009914002	1992/09/30	TWSE LISTED	Others	ESVUFR	
9917¡@TAIWAN SECOM	TW0009917005	1993/12/08	TWSE LISTED	Others	ESVUFR	
9918¡@S.S.N.G	TW0009918003	1994/04/26	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
9919¡@KNH	TW0009919001	1994/11/04	TWSE LISTED	Others	ESVUFR	
9921¡@GIANT	TW0009921007	1994/12/29	TWSE LISTED	Others	ESVUFR	
9924¡@TAIWAN FU HSING	TW0009924001	1995/03/15	TWSE LISTED	Others	ESVUFR	
9925¡@SKS	TW0009925008	1995/12/09	TWSE LISTED	Others	ESVUFR	
9926¡@S.H.	TW0009926006	1998/04/08	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
9927¡@TMI	TW0009927004	1999/03/12	TWSE LISTED	Others	ESVUFR	
9928¡@CTV	TW0009928002	1999/08/09	TWSE LISTED	Others	ESVUFR	
9929¡@CHOICE	TW0009929000	1999/06/28	TWSE LISTED	Others	ESVUFR	
9930¡@CHC	TW0009930008	1999/11/22	TWSE LISTED	Others	ESVUFR	
9931¡@HSIN KAO	TW0009931006	2000/03/21	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
9933¡@CTCI	TW0009933002	1993/05/28	TWSE LISTED	Others	ESVUFR	
9934¡@GUIC	TW0009934000	2000/09/11	TWSE LISTED	Others	ESVUFR	
9935¡@CF	TW0009935007	2000/09/11	TWSE LISTED	Others	ESVUFR	
9937¡@NPC	TW0009937003	2000/09/11	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
9938¡@TAIWAN PAIHO	TW0009938001	2001/01/12	TWSE LISTED	Others	ESVUFR	
9939¡@HON CHUAN	TW0009939009	2001/03/02	TWSE LISTED	Others	ESVUFR	
9940¡@SINYI	TW0009940007	2001/09/17	TWSE LISTED	Others	ESVUFR	
9941¡@YFC	TW0009941005	2001/09/17	TWSE LISTED	Others	ESVUFR	
9942¡@MAO SHUN	TW0009942003	2002/01/28	TWSE LISTED	Others	ESVUFR	
9943¡@HOLIDAY	TW0009943001	2002/08/26	TWSE LISTED	Tourism	ESVUFR	
9944¡@SHINIH	TW0009944009	2002/08/26	TWSE LISTED	Others	ESVUFR	
9945¡@RUENTEX DEVELOP	TW0009945006	1992/04/30	TWSE LISTED	Others	ESVUFR	
9946¡@SAN FAR	TW0009946004	2013/09/17	TWSE LISTED	Building Material&Construction	ESVUFR	
9955¡@SDTI	TW0009955005	2008/01/21	TWSE LISTED	Others	ESVUFR	
9958¡@CIAS	TW0009958009	2008/03/12	TWSE LISTED	Iron & Steel	ESVUFR	
