Security Code & Security Name	ISIN Code	Date Listed	Market	Industrial Group	CFICode	Remarks
2348¡@HIYES	TW0002348000	1996/01/05	TWSE LISTED	Others	ESVUFR	
2349¡@RITEK	TW0002349008	1996/04/23	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2351¡@SDI	TW0002351004	1996/04/25	TWSE LISTED	Semiconductor Industry	ESVUFR	
2352¡@QISDA	TW0002352002	1996/07/22	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2353¡@ACER	TW0002353000	1996/09/18	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2354¡@FTC	TW0002354008	1996/10/08	TWSE LISTED	Other Electronic Industry	ESVUFR	
2355¡@CHIN-POON	TW0002355005	1996/10/14	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2356¡@INVENTEC	TW0002356003	1996/11/13	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2357¡@ASUSTEK	TW0002357001	1996/11/14	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2358¡@TS	TW0002358009	1996/12/18	TWSE LISTED	Others	ESVUFR	
2359¡@SOLOMON	TW0002359007	1996/12/19	TWSE LISTED	Other Electronic Industry	ESVUFR	
2360¡@CHROMA	TW0002360005	1996/12/21	TWSE LISTED	Other Electronic Industry	ESVUFR	
2362¡@CLEVO CO.	TW0002362001	1997/04/02	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2363¡@SIS	TW0002363009	1997/08/01	TWSE LISTED	Semiconductor Industry	ESVUFR	
2364¡@TWINHEAD	TW0002364007	1997/08/11	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2365¡@KYE	TW0002365004	1997/11/03	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2367¡@UNITECH	TW0002367000	1997/12/13	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2368¡@GCE	TW0002368008	1998/03/09	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2369¡@LPI	TW0002369006	1998/04/10	TWSE LISTED	Semiconductor Industry	ESVUFR	
2371¡@TATUNG CO.	TW0002371002	1962/02/09	TWSE LISTED	Electric Machinery	ESVUFR	
2373¡@AURORA	TW0002373008	1991/08/01	TWSE LISTED	Other Electronic Industry	ESVUFR	
2374¡@ABILITY	TW0002374006	1995/01/16	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2375¡@KAIMEI	TW0002375003	1998/08/29	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2376¡@GIGABYTE	TW0002376001	1998/09/24	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2377¡@MSI	TW0002377009	1998/10/31	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2379¡@RT	TW0002379005	1998/10/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
2380¡@AVISION	TW0002380003	1998/12/03	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2382¡@QCI	TW0002382009	1999/01/08	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2383¡@EMC	TW0002383007	1998/11/27	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2385¡@CHICONY	TW0002385002	1999/01/05	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2387¡@SUNREX	TW0002387008	1999/01/25	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2388¡@VIA	TW0002388006	1999/03/05	TWSE LISTED	Semiconductor Industry	ESVUFR	
2390¡@EVERSPRING	TW0002390002	1999/06/15	TWSE LISTED	Other Electronic Industry	ESVUFR	
2392¡@FOXLINK	TW0002392008	1999/09/20	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2393¡@EVERLIGHT	TW0002393006	1999/11/04	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2395¡@ACL	TW0002395001	1999/12/13	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2397¡@DFI INC.	TW0002397007	2000/01/15	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2399¡@BIOSTAR	TW0002399003	1999/12/16	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2401¡@SUNPLUS	TW0002401007	2000/01/27	TWSE LISTED	Semiconductor Industry	ESVUFR	
2402¡@ICHIA	TW0002402005	2000/01/14	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2404¡@UIS	TW0002404001	2000/03/14	TWSE LISTED	Other Electronic Industry	ESVUFR	
2405¡@SHUTTLE	TW0002405008	2000/03/17	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2406¡@GSC	TW0002406006	2000/04/29	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2408¡@NTC	TW0002408002	2000/08/17	TWSE LISTED	Semiconductor Industry	ESVUFR	
2409¡@AUO	TW0002409000	2000/09/08	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2412¡@CHT	TW0002412004	2000/10/27	TWSE LISTED	Communications and Internet	ESVUFR	
2413¡@UMEC	TW0002413002	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2414¡@UT	TW0002414000	2000/09/11	TWSE LISTED	Electronic Products Distributi	ESVUFR	
2415¡@CX TECH	TW0002415007	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2417¡@AVERMEDIA	TW0002417003	2000/09/11	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2419¡@H.T.	TW0002419009	2000/09/11	TWSE LISTED	Communications and Internet	ESVUFR	
2420¡@ZIPPY	TW0002420007	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2421¡@SUNON	TW0002421005	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2423¡@GW	TW0002423001	2000/09/11	TWSE LISTED	Other Electronic Industry	ESVUFR	
2424¡@LUNG HWA	TW0002424009	2000/09/11	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2425¡@CHAINTECH	TW0002425006	2000/09/11	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2426¡@TYNTEK	TW0002426004	2000/09/11	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2427¡@MDS	TW0002427002	2000/09/11	TWSE LISTED	Information Service Industry	ESVUFR	
2428¡@THINKING	TW0002428000	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2429¡@PWT	TW0002429008	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2430¡@TKE	TW0002430006	2000/09/11	TWSE LISTED	Electronic Products Distributi	ESVUFR	
2431¡@LIEN CHANG	TW0002431004	2000/09/11	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2433¡@HUXEN	TW0002433000	2000/09/11	TWSE LISTED	Other Electronic Industry	ESVUFR	
2434¡@MOSPEC	TW0002434008	2000/09/11	TWSE LISTED	Semiconductor Industry	ESVUFR	
2436¡@WELTREND	TW0002436003	2000/09/11	TWSE LISTED	Semiconductor Industry	ESVUFR	
2438¡@ENLIGHT	TW0002438009	2000/09/11	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2439¡@MERRY	TW0002439007	2000/09/11	TWSE LISTED	Communications and Internet	ESVUFR	
2440¡@SPACE SHUTTLE	TW0002440005	2000/11/10	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2441¡@GTK	TW0002441003	2000/10/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
2442¡@JEAN	TW0002442001	2000/11/22	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2443¡@LEAD DATA INC.	TW0002443009	2001/01/03	TWSE LISTED	Others	ESVUFR	
2444¡@ABOCOM	TW0002444007	2000/12/08	TWSE LISTED	Communications and Internet	ESVUFR	
2448¡@EPISTAR	TW0002448008	2001/05/25	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2449¡@KYEC	TW0002449006	2001/05/09	TWSE LISTED	Semiconductor Industry	ESVUFR	
2450¡@SENAO	TW0002450004	2001/05/24	TWSE LISTED	Communications and Internet	ESVUFR	
2451¡@TRANSCEND	TW0002451002	2001/05/03	TWSE LISTED	Semiconductor Industry	ESVUFR	
2453¡@SYSCOM	TW0002453008	2001/05/22	TWSE LISTED	Information Service Industry	ESVUFR	
2454¡@MTK	TW0002454006	2001/07/23	TWSE LISTED	Semiconductor Industry	ESVUFR	
2455¡@VPEC	TW0002455003	2002/01/24	TWSE LISTED	Communications and Internet	ESVUFR	
2456¡@CHILISIN	TW0002456001	2001/09/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2457¡@PHIHONG	TW0002457009	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2458¡@ELAN	TW0002458007	2001/09/17	TWSE LISTED	Semiconductor Industry	ESVUFR	
2459¡@AUDIX	TW0002459005	2001/09/17	TWSE LISTED	Electronic Products Distributi	ESVUFR	
2460¡@GEM	TW0002460003	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2461¡@K LASER	TW0002461001	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2462¡@LINE TEK	TW0002462009	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2464¡@MIRLE	TW0002464005	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2465¡@LEADTEK	TW0002465002	2001/09/19	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
2466¡@COSMO	TW0002466000	2001/09/17	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2467¡@C SUN	TW0002467008	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2468¡@FIS	TW0002468006	2001/09/17	TWSE LISTED	Information Service Industry	ESVUFR	
2471¡@ARES	TW0002471000	2001/09/17	TWSE LISTED	Information Service Industry	ESVUFR	
2472¡@LELON	TW0002472008	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2474¡@CATCHER	TW0002474004	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2476¡@GS	TW0002476009	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2477¡@MEILOON	TW0002477007	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2478¡@TA-I	TW0002478005	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2480¡@STARK	TW0002480001	2001/09/17	TWSE LISTED	Information Service Industry	ESVUFR	
2481¡@PANJIT	TW0002481009	2001/09/17	TWSE LISTED	Semiconductor Industry	ESVUFR	
2482¡@UIC	TW0002482007	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2483¡@ECE	TW0002483005	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2484¡@SIWARD	TW0002484003	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2485¡@ZINWELL	TW0002485000	2001/09/17	TWSE LISTED	Communications and Internet	ESVUFR	
2486¡@I-CHIUN	TW0002486008	2001/09/19	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2488¡@HANPIN	TW0002488004	2001/09/17	TWSE LISTED	Other Electronic Industry	ESVUFR	
2489¡@AMTRAN	TW0002489002	2001/09/17	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2491¡@FOCL	TW0002491008	2001/09/17	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2492¡@WTC	TW0002492006	2001/09/17	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2493¡@AMPOC	TW0002493004	2002/01/23	TWSE LISTED	Electronic Parts/Components	ESVUFR	
2495¡@INFORTREND	TW0002495009	2002/03/25	TWSE LISTED	Other Electronic Industry	ESVUFR	
2496¡@SPC	TW0002496007	2002/03/08	TWSE LISTED	Others	ESVUFR	
2497¡@E-LEAD	TW0002497005	2002/02/04	TWSE LISTED	Automobile	ESVUFR	
2498¡@HTC	TW0002498003	2002/03/26	TWSE LISTED	Communications and Internet	ESVUFR	
2499¡@UNITY	TW0002499001	2002/02/19	TWSE LISTED	Optoelectronic Industry	ESVUFR	
2501¡@CATHAY RED	TW0002501004	1967/10/28	TWSE LISTED	Building Material&Construction	ESVUFR	
2504¡@GBM	TW0002504008	1978/03/14	TWSE LISTED	Building Material&Construction	ESVUFR	
2505¡@KY	TW0002505005	1979/11/14	TWSE LISTED	Building Material&Construction	ESVUFR	
2506¡@PCC	TW0002506003	1980/02/02	TWSE LISTED	Building Material&Construction	ESVUFR	
2509¡@CHAINQUI	TW0002509007	1988/05/20	TWSE LISTED	Building Material&Construction	ESVUFR	
2511¡@PHD	TW0002511003	1991/04/24	TWSE LISTED	Building Material&Construction	ESVUFR	
2514¡@LONG BON	TW0002514007	1992/09/26	TWSE LISTED	Others	ESVUFR	
2515¡@BES	TW0002515004	1993/03/02	TWSE LISTED	Building Material&Construction	ESVUFR	
2516¡@NEW ASIA	TW0002516002	1993/05/25	TWSE LISTED	Building Material&Construction	ESVUFR	
2520¡@KINDOM	TW0002520004	1993/10/27	TWSE LISTED	Building Material&Construction	ESVUFR	
2524¡@KTC	TW0002524006	1994/10/18	TWSE LISTED	Building Material&Construction	ESVUFR	
2527¡@HUNG CHING	TW0002527009	1995/03/06	TWSE LISTED	Building Material&Construction	ESVUFR	
2528¡@CROWELL	TW0002528007	1995/03/10	TWSE LISTED	Building Material&Construction	ESVUFR	
2530¡@DELPHA	TW0002530003	1995/10/12	TWSE LISTED	Building Material&Construction	ESVUFR	
2534¡@HSC	TW0002534005	1996/02/12	TWSE LISTED	Building Material&Construction	ESVUFR	
2535¡@DA-CIN	TW0002535002	1996/03/11	TWSE LISTED	Building Material&Construction	ESVUFR	
2536¡@HONG PU	TW0002536000	1996/03/14	TWSE LISTED	Building Material&Construction	ESVUFR	
2537¡@WE & WIN	TW0002537008	1996/09/06	TWSE LISTED	Building Material&Construction	ESVUFR	
2538¡@KEETAI	TW0002538006	1996/11/01	TWSE LISTED	Building Material&Construction	ESVUFR	
2539¡@SAKURAD	TW0002539004	1997/07/16	TWSE LISTED	Building Material&Construction	ESVUFR	
2540¡@JSL	TW0002540002	1989/12/26	TWSE LISTED	Building Material&Construction	ESVUFR	
2542¡@HIGHWEALTH	TW0002542008	1999/05/03	TWSE LISTED	Building Material&Construction	ESVUFR	
2543¡@HWANG CHANG	TW0002543006	1999/10/15	TWSE LISTED	Building Material&Construction	ESVUFR	
2545¡@HUANG HSIANG	TW0002545001	2000/09/11	TWSE LISTED	Building Material&Construction	ESVUFR	
2546¡@KEDGE	TW0002546009	2000/09/11	TWSE LISTED	Building Material&Construction	ESVUFR	
2547¡@RADIUM	TW0002547007	2000/12/22	TWSE LISTED	Building Material&Construction	ESVUFR	
2548¡@HUAKU	TW0002548005	2002/08/26	TWSE LISTED	Building Material&Construction	ESVUFR	
2597¡@REC	TW0002597002	2010/03/26	TWSE LISTED	Building Material&Construction	ESVUFR	
2601¡@FSC	TW0002601002	1965/11/04	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2603¡@EMC	TW0002603008	1987/09/21	TWSE LISTED	Shipping & Transportation	ESVUFR	
2605¡@SNC	TW0002605003	1989/12/08	TWSE LISTED	Shipping & Transportation	ESVUFR	
2606¡@U-MING	TW0002606001	1990/12/08	TWSE LISTED	Shipping & Transportation	ESVUFR	
2607¡@EITC	TW0002607009	1990/12/14	TWSE LISTED	Shipping & Transportation	ESVUFR	
2608¡@KERRY TJ	TW0002608007	1990/12/20	TWSE LISTED	Shipping & Transportation	ESVUFR	
2609¡@YMTC	TW0002609005	1992/04/20	TWSE LISTED	Shipping & Transportation	ESVUFR	
2610¡@CAL	TW0002610003	1993/02/26	TWSE LISTED	Shipping & Transportation	ESVUFR	
2611¡@TSI	TW0002611001	1993/10/28	TWSE LISTED	Shipping & Transportation	ESVUFR	
2612¡@CMT	TW0002612009	1994/10/20	TWSE LISTED	Shipping & Transportation	ESVUFR	
2613¡@CCTC	TW0002613007	1995/01/20	TWSE LISTED	Shipping & Transportation	ESVUFR	
2614¡@EMIC	TW0002614005	1995/09/23	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2615¡@WANHAI	TW0002615002	1996/05/16	TWSE LISTED	Shipping & Transportation	ESVUFR	
2616¡@SLC	TW0002616000	1997/11/08	TWSE LISTED	Oil, Gas and Electricity Indu	ESVUFR	
2617¡@TAIWANLINE	TW0002617008	1998/06/24	TWSE LISTED	Shipping & Transportation	ESVUFR	
2618¡@EVAAIR	TW0002618006	2001/09/17	TWSE LISTED	Shipping & Transportation	ESVUFR	
2630¡@AACL	TW0002630001	2018/02/22	TWSE LISTED	Shipping & Transportation	ESVUFR	
2633¡@THSRC	TW0002633005	2016/10/27	TWSE LISTED	Shipping & Transportation	ESVUFR	
2634¡@AIDC	TW0002634003	2014/08/25	TWSE LISTED	Shipping & Transportation	ESVUFR	
2636¡@T3EX	TW0002636008	2016/12/22	TWSE LISTED	Shipping & Transportation	ESVUFR	
2637¡@WISDOM	KYG9721M1033	2010/12/01	TWSE LISTED	Shipping & Transportation	ESVUFR	
2642¡@PELICAN	TW0002642006	2013/12/12	TWSE LISTED	Shipping & Transportation	ESVUFR	
2701¡@WANHWA	TW0002701000	1965/03/22	TWSE LISTED	Tourism	ESVUFR	
2702¡@HG	TW0002702008	1965/02/14	TWSE LISTED	Tourism	ESVUFR	
2704¡@AMBH	TW0002704004	1982/11/10	TWSE LISTED	Tourism	ESVUFR	
2705¡@LEOFOO	TW0002705001	1988/12/24	TWSE LISTED	Tourism	ESVUFR	
2706¡@FIRST HOTEL	TW0002706009	1991/06/25	TWSE LISTED	Tourism	ESVUFR	
2707¡@GFRT	TW0002707007	1998/03/09	TWSE LISTED	Tourism	ESVUFR	
2712¡@FGH	TW0002712007	2013/12/03	TWSE LISTED	Tourism	ESVUFR	
2722¡@CHATEAU	TW0002722006	2012/03/14	TWSE LISTED	Tourism	ESVUFR	
2723¡@GOURMET	KYG4002A1004	2010/11/22	TWSE LISTED	Tourism	ESVUFR	
2727¡@WOWPRIME	TW0002727005	2012/03/06	TWSE LISTED	Tourism	ESVUFR	
2731¡@LIONTRAVEL	TW0002731007	2013/09/24	TWSE LISTED	Tourism	ESVUFR	
2739¡@MY HUMBLE HOUSE	TW0002739000	2016/05/19	TWSE LISTED	Tourism	ESVUFR	
2748¡@FDC	TW0002748001	2016/11/23	TWSE LISTED	Tourism	ESVUFR	
2801¡@CHANG HWA BANK	TW0002801008	1962/02/15	TWSE LISTED	Financial & Insurance	ESVUFR	
2809¡@KTB	TW0002809001	1983/07/20	TWSE LISTED	Financial & Insurance	ESVUFR	
2812¡@T.C.C.B.	TW0002812005	1984/05/15	TWSE LISTED	Financial & Insurance	ESVUFR	
2816¡@UNION INS.	TW0002816006	1992/05/05	TWSE LISTED	Financial & Insurance	ESVUFR	
2820¡@CBF	TW0002820008	1994/10/26	TWSE LISTED	Financial & Insurance	ESVUFR	
2823¡@CHINA LIFE	TW0002823002	1995/02/08	TWSE LISTED	Financial & Insurance	ESVUFR	
2832¡@TFMI	TW0002832003	1997/09/30	TWSE LISTED	Financial & Insurance	ESVUFR	
2834¡@TBB	TW0002834009	1998/01/03	TWSE LISTED	Financial & Insurance	ESVUFR	
2836¡@B.O.K	TW0002836004	1998/05/18	TWSE LISTED	Financial & Insurance	ESVUFR	
2838¡@UBOT	TW0002838000	1998/06/29	TWSE LISTED	Financial & Insurance	ESVUFR	
2841¡@TLDC	TW0002841004	1999/01/08	TWSE LISTED	Building Material&Construction	ESVUFR	
2845¡@FEIB	TW0002845005	1998/11/27	TWSE LISTED	Financial & Insurance	ESVUFR	
2849¡@ENTIE BANK	TW0002849007	1999/09/27	TWSE LISTED	Financial & Insurance	ESVUFR	
2850¡@SK INSURANCE	TW0002850005	2000/05/22	TWSE LISTED	Financial & Insurance	ESVUFR	
2851¡@CENTRAL RE	TW0002851003	2000/07/06	TWSE LISTED	Financial & Insurance	ESVUFR	
2852¡@FIRST INS	TW0002852001	2000/11/28	TWSE LISTED	Financial & Insurance	ESVUFR	
2855¡@PSC	TW0002855004	2002/09/16	TWSE LISTED	Financial & Insurance	ESVUFR	
2867¡@MERCURIES LIFE	TW0002867009	2012/12/18	TWSE LISTED	Financial & Insurance	ESVUFR	
2880¡@HNFHC	TW0002880002	2001/12/19	TWSE LISTED	Financial & Insurance	ESVUFR	
2881¡@FUBON FINANCIAL	TW0002881000	2001/12/19	TWSE LISTED	Financial & Insurance	ESVUFR	
2882¡@CATHAY HOLDINGS	TW0002882008	2001/12/31	TWSE LISTED	Financial & Insurance	ESVUFR	
2883¡@CDF	TW0002883006	2001/12/28	TWSE LISTED	Financial & Insurance	ESVUFR	
2884¡@E.S.F.H	TW0002884004	2002/01/28	TWSE LISTED	Financial & Insurance	ESVUFR	
2885¡@YUANTA GROUP	TW0002885001	2002/02/04	TWSE LISTED	Financial & Insurance	ESVUFR	
2886¡@MEGA FHC	TW0002886009	2002/02/04	TWSE LISTED	Financial & Insurance	ESVUFR	
2887¡@TAISHINHOLDINGS	TW0002887007	2002/02/18	TWSE LISTED	Financial & Insurance	ESVUFR	
2888¡@SKFH	TW0002888005	2002/02/19	TWSE LISTED	Financial & Insurance	ESVUFR	
2889¡@IBF	TW0002889003	2002/03/26	TWSE LISTED	Financial & Insurance	ESVUFR	
2890¡@SINOPAC HOLDINGS	TW0002890001	2002/05/09	TWSE LISTED	Financial & Insurance	ESVUFR	
2891¡@CTBC HOLDING	TW0002891009	2002/05/17	TWSE LISTED	Financial & Insurance	ESVUFR	
2892¡@FFHC	TW0002892007	2003/01/02	TWSE LISTED	Financial & Insurance	ESVUFR	
2897¡@O-BANK	TW0002897006	2017/05/05	TWSE LISTED	Financial & Insurance	ESVUFR	
2901¡@SHIN SHIN	TW0002901006	1976/05/07	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2903¡@FEDS	TW0002903002	1978/10/11	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2904¡@POCS	TW0002904000	1983/01/05	TWSE LISTED	Others	ESVUFR	
2905¡@MERCURIES	TW0002905007	1988/09/19	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2906¡@COLLINS	TW0002906005	1989/12/26	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2908¡@TEST RITE	TW0002908001	1993/02/18	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2910¡@TONLIN	TW0002910007	1996/12/30	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2911¡@LES ENPHANTS	TW0002911005	1997/01/18	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2912¡@PCSC	TW0002912003	1997/08/22	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2913¡@TTC	TW0002913001	1962/02/09	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2915¡@RUENTEX IND.LTD	TW0002915006	1977/07/20	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2923¡@SINO HORIZON	KYG8190L1095	2012/12/07	TWSE LISTED	Building Material&Construction	ESVUFR	
2929¡@TOPBI	KYG8922A1085	2013/12/30	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2936¡@COASTER	KYG224031024	2016/09/26	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
2939¡@KE	KYG108031074	2018/01/11	TWSE LISTED	Trading & Consumers Goods	ESVUFR	
3002¡@AHOKU	TW0003002002	2002/01/23	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3003¡@KST	TW0003003000	2002/02/19	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3004¡@NAFCO	TW0003004008	2002/02/25	TWSE LISTED	Iron & Steel	ESVUFR	
3005¡@GETAC	TW0003005005	2002/02/25	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3006¡@ESMT	TW0003006003	2002/03/04	TWSE LISTED	Semiconductor Industry	ESVUFR	
3008¡@LARGAN	TW0003008009	2002/03/11	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3010¡@WAH LEE	TW0003010005	2002/07/22	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3011¡@JH	TW0003011003	2002/07/22	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3013¡@UNEEC	TW0003013009	2002/09/16	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3014¡@ITE	TW0003014007	2002/10/29	TWSE LISTED	Semiconductor Industry	ESVUFR	
3015¡@FSP	TW0003015004	2002/10/16	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3016¡@EPI	TW0003016002	2002/12/24	TWSE LISTED	Semiconductor Industry	ESVUFR	
3017¡@AVC	TW0003017000	2002/09/27	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3018¡@TUNG KAI	TW0003018008	2002/08/26	TWSE LISTED	Other Electronic Industry	ESVUFR	
3019¡@ASIA	TW0003019006	2002/08/26	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3021¡@WELLTEND	TW0003021002	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3022¡@IEI	TW0003022000	2002/08/26	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3023¡@SINBON	TW0003023008	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3024¡@ACTION	TW0003024006	2002/08/26	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3025¡@LOOP	TW0003025003	2002/08/26	TWSE LISTED	Communications and Internet	ESVUFR	
3026¡@HOLY STONE	TW0003026001	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3027¡@BILLION	TW0003027009	2002/08/26	TWSE LISTED	Communications and Internet	ESVUFR	
3028¡@ZENITRON	TW0003028007	2002/08/26	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3029¡@ZERO ONE	TW0003029005	2002/08/26	TWSE LISTED	Information Service Industry	ESVUFR	
3030¡@TRI	TW0003030003	2002/10/29	TWSE LISTED	Other Electronic Industry	ESVUFR	
3031¡@BRIGHT	TW0003031001	2002/08/26	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3032¡@COMPUCASE	TW0003032009	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3033¡@WEIKENG	TW0003033007	2002/08/26	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3034¡@NOVATEK	TW0003034005	2002/08/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
3035¡@FARADAY	TW0003035002	2002/08/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
3036¡@WT	TW0003036000	2002/08/26	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3037¡@UNIMICRON	TW0003037008	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3038¡@EDT	TW0003038006	2002/08/26	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3040¡@G.V.	TW0003040002	2002/08/26	TWSE LISTED	Others	ESVUFR	
3041¡@ALI	TW0003041000	2002/08/26	TWSE LISTED	Semiconductor Industry	ESVUFR	
3042¡@TXC	TW0003042008	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3043¡@PCM	TW0003043006	2002/08/26	TWSE LISTED	Other Electronic Industry	ESVUFR	
3044¡@TRIPOD	TW0003044004	2002/08/26	TWSE LISTED	Electronic Parts/Components	ESVUFR	
3045¡@TWM	TW0003045001	2002/08/26	TWSE LISTED	Communications and Internet	ESVUFR	
3046¡@AOPEN	TW0003046009	2002/08/26	TWSE LISTED	Computer and Peripheral Equipm	ESVUFR	
3047¡@EDIMAX	TW0003047007	2002/08/26	TWSE LISTED	Communications and Internet	ESVUFR	
3048¡@EDOM	TW0003048005	2002/10/01	TWSE LISTED	Electronic Products Distributi	ESVUFR	
3049¡@HANNSTOUCH	TW0003049003	2002/09/27	TWSE LISTED	Optoelectronic Industry	ESVUFR	
3050¡@U-TECH	TW0003050001	2002/10/29	TWSE LISTED	Optoelectronic Industry	ESVUFR	
